bib_key,sr_id,sr_doi,refnum,year,doi,url,source,raw
Schopow2023_ref0020,Schopow2023,10.2196/48933,20,2018,10.1001/jama.2017.18391,,,"Beam AL, Kohane IS. Big data and machine learning in health care. JAMA 2018 Apr 03;319(13):1317-1318 [doi:
10.1001/jama.2017.18391] [Medline: 29532063]"
Shankar2025_ref0038,Shankar2025,10.1038/s41746-025-01527-z,38,2025,10.1002/alz.078877,https://doi.org/10.1002/alz.078877,,"Wang, L. et al. Evaluating depressive symptoms and risk of cognitive decline using longitudinal electronic health records. Alzheimers Dement. 19 https://doi.org/10.1002/alz.078877 (2023)."
Schopow2023_ref0040,Schopow2023,10.2196/48933,40,2021,10.1002/clc.23687,,,"Berman A, Biery D, Ginder C, Hulme O, Marcusa D, Leiva O, et al. Natural language processing for the assessment of
cardiovascular disease comorbidities: The cardio-Canary comorbidity project. Clin Cardiol 2021 Sep;44(9):1296-1304
[FREE Full text] [doi: 10.1002/clc.23687] [Medline: 34347314]"
Necula2024_ref0100,Necula2024,10.3390/electronics13112055,100,2016,10.1002/smr.1772,https://doi.org/10.1002/smr.1772,,"De Gea Carrillo, J.M.; Nicolás, J.; Fernández Alemán, J.L.F.; Toval, A.; Ouhbi, S.; Idri, A. Co-located and distributed naturallanguage requirements speciﬁcation: Traditional versus reuse-based techniques: Co-Located and Distributed Natural-Language 
Requirements Speciﬁcation. J. Softw. Evol. Process 2016, 28, 205–227. https://doi.org/10.1002/smr.1772."
Necula2024_ref0048,Necula2024,10.3390/electronics13112055,48,2022,10.1002/smr.2430,https://doi.org/10.1002/smr.2430,,"Kaur, K.; Kaur, P. SABDM: A self-attention based bidirectional-RNN deep model for requirements classiﬁcation. J. Softw. Evol. 
Process 2022, 36, e2430. https://doi.org/10.1002/smr.2430."
Necula2024_ref0072,Necula2024,10.3390/electronics13112055,72,2006,10.1007/11765448_2,https://doi.org/10.1007/11765448_2,,"Choi, S.; Park, S.; Sugumaran, V. Function point extraction method from goal and scenario based requirements text. In Natural 
Language Processing and Information Systems, Proceedings of the 11th International Conference on Applications of Natural Language to 
Information Systems, Klagenfurt, Austria, 31 May–2 June 2006; Springer: Berlin/Heidelberg, Germany, 2006; pp. 12–24. 
https://doi.org/10.1007/11765448_2."
Dahl2025_ref0023,Dahl2025,10.2196/68707,23,2021,10.1007/978-3-030-850302_3,,,"López-García G, Jerez JM, Ribelles N, Alba E, Veredas FJ. Detection of tumor morphology mentions in clinical reports
in Spanish using transformers. In: Advances in Computational Intelligence. 2021:24-35. [doi: 10.1007/978-3-030-850302_3] ISBN: 9783030850296"
Necula2024_ref0106,Necula2024,10.3390/electronics13112055,106,2022,10.1007/978-3-031-06417-3_56,https://doi.org/10.1007/978-3-031-06417-3_56,,"Kersting, J.; Ahmed, M.; Geierhos, M. Chatbot-Enhanced Requirements Resolution for Automated Service Compositions. In 
Communications in Computer and Information Science; Stephanidis, C., Antona, M., Ntoa, S., Eds.; Springer Science and Business 
Media Deutschland GmbH: Berlin/Heidelberg, Germany, 2022; pp. 419–426. https://doi.org/10.1007/978-3-031-06417-3_56."
Necula2024_ref0034,Necula2024,10.3390/electronics13112055,34,2023,10.1007/978-3-03129786-1_11,https://doi.org/10.1007/978-3-03129786-1_11,,"Limaylla-Lunarejo, M.-I.; Condori-Fernandez, N.; Luaces, M.R. Requirements Classiﬁcation Using FastText and BETO in Spanish Documents. In Requirements Engineering: Foundation for Software Quality; Ferrari, A., Penzenstadler, B., Eds.; Lecture Notes in 
Computer Science; Springer Nature: Cham, Switzerland, 2023; Volume 13975, pp. 159–176. https://doi.org/10.1007/978-3-03129786-1_11."
Necula2024_ref0096,Necula2024,10.3390/electronics13112055,96,2004,10.1007/978-3-540-28640-0_48,https://doi.org/10.1007/978-3-540-28640-0_48,,"Cascini, G.; Fantechi, A.; Spinicci, E. Natural Language Processing of Patents and Technical Documentation. In Document Analysis Systems VI; Marinai, S., Dengel, A.R., Eds.; Lecture Notes in Computer Science; Springer: Berlin/Heidelberg, Germany, 2004; 
Volume 3163, pp. 508–520. https://doi.org/10.1007/978-3-540-28640-0_48."
Necula2024_ref0061,Necula2024,10.3390/electronics13112055,61,2013,10.1007/978-3-642-36321-4_12,https://doi.org/10.1007/978-3-642-36321-4_12,,"Subha, R.; Palaniswami, S. Quality factor assessment and text summarization of unambiguous natural language requirements. 
In Communications in Computer and Information Science; Springer: Berlin/Heidelberg, Germany, 2013, pp. 131–146. 
https://doi.org/10.1007/978-3-642-36321-4_12."
Necula2024_ref0057,Necula2024,10.3390/electronics13112055,57,2017,10.1007/978981-10-4154-9_56,https://doi.org/10.1007/978981-10-4154-9_56,,"Nazir, F.; Butt, W.H.; Anwar, M.W.; Khattak, M.A.K. The Applications of Natural Language Processing (NLP) for Software 
Requirement Engineering—A Systematic Literature Review. In Information Science and Applications 2017; Kim, K., Joukov, N., 
Eds.; Lecture Notes in Electrical Engineering; Springer: Singapore, 2017; Volume 424, pp. 485–493. https://doi.org/10.1007/978981-10-4154-9_56."
Dahl2025_ref0033,Dahl2025,10.2196/68707,33,2024,10.1007/s00330-023-10202-4,,,"Martín-Noguerol T, López-Úbeda P, Pons-Escoda A, Luna A. Natural language processing deep learning models for the
differential between high-grade gliomas and metastasis: what if the key is how we report them? Eur Radiol. Mar
2024;34(3):2113-2120. [doi: 10.1007/s00330-023-10202-4] [Medline: 37665389]"
Necula2024_ref0041,Necula2024,10.3390/electronics13112055,41,2020,10.1007/s00521-019-04226-5,https://doi.org/10.1007/s00521-019-04226-5,,"Younas, M.; Jawawi, D.N.A.; Ghani, I.; Shah, M.A. Extraction of non-functional requirement using semantic similarity distance. 
Neural Comput. Appl. 2020, 32, 7383–7397. https://doi.org/10.1007/s00521-019-04226-5."
Necula2024_ref0004,Necula2024,10.3390/electronics13112055,4,2008,10.1007/s00766-008-0063-7,https://doi.org/10.1007/s00766-008-0063-7,,"Kiyavitskaya, N.; Zeni, N.; Mich, L.; Berry, D.M. Requirements for tools for ambiguity identiﬁcation and measurement in natural 
language requirements speciﬁcations. Requir. Eng. 2008, 13, 207–239. https://doi.org/10.1007/s00766-008-0063-7."
Necula2024_ref0045,Necula2024,10.3390/electronics13112055,45,2017,10.1007/s00766-015-0239-x,https://doi.org/10.1007/s00766-015-0239-x,,"Ellis-Braithwaite, R.; Lock, R.; Dawson, R.; King, T. Repetition between stakeholder (user) and system requirements. Requir. 
Eng. 2017, 22, 167–190. https://doi.org/10.1007/s00766-015-0239-x."
Necula2024_ref0012,Necula2024,10.3390/electronics13112055,12,2017,10.1007/s00766-017-0270-1,https://doi.org/10.1007/s00766-017-0270-1,,"Lucassen, G.; Robeer, M.; Dalpiaz, F.; Van Der Werf, J.M.E.M.; Brinkkemper, S. Extracting conceptual models from user stories 
with Visual Narrator. Requir. Eng. 2017, 22, 339–358. https://doi.org/10.1007/s00766-017-0270-1."
Dahl2025_ref0003,Dahl2025,10.2196/68707,3,2023,10.1007/s10115-022-01779-1,,,"Landolsi MY, Hlaoua L, Ben Romdhane L. Information extraction from electronic medical documents: state of the art
and future research directions. Knowl Inf Syst. 2023;65(2):463-516. [doi: 10.1007/s10115-022-01779-1] [Medline:
36405956]"
Necula2024_ref0028,Necula2024,10.3390/electronics13112055,28,2018,10.1007/s10490-018-9597-5,https://doi.org/10.1007/s10490-018-9597-5,,"Alon, I.; Anderson, J.; Munim, Z.H.; Ho, A. A review of the internationalization of Chinese enterprises. Asia Pac. J. Manag. 2018, 
35, 573–605. https://doi.org/10.1007/s10490-018-9597-5."
Necula2024_ref0086,Necula2024,10.3390/electronics13112055,86,2017,10.1007/s10515-016-0206-x,https://doi.org/10.1007/s10515-016-0206-x,,"Zolotas, C.; Diamantopoulos, T.; Chatzidimitriou, K.C.; Symeonidis, A.L. From requirements to source code: A Model-Driven Engineering approach for RESTful web services. Autom. Softw. Eng. 2017, 24, 791–838. https://doi.org/10.1007/s10515-016-0206-x."
Necula2024_ref0105,Necula2024,10.3390/electronics13112055,105,2017,10.1007/s10579-017-9381-z,https://doi.org/10.1007/s10579-017-9381-z,,"Diamantopoulos, T.; Roth, M.; Symeonidis, A.; Klein, E. Software requirements as an application domain for natural language 
processing. Lang. Resour. Eval. 2017, 51, 495–524. https://doi.org/10.1007/s10579-017-9381-z."
Necula2024_ref0104,Necula2024,10.3390/electronics13112055,104,2018,10.1007/s10579-017-9406-7,https://doi.org/10.1007/s10579-017-9406-7,,"Rago, A.; Marcos, C.; Diaz-Pace, J.A. Using semantic roles to improve text classiﬁcation in the requirements domain. Lang. 
Resour. Eval. 2018, 52, 801–837. https://doi.org/10.1007/s10579-017-9406-7."
Necula2024_ref0097,Necula2024,10.3390/electronics13112055,97,2015,10.1007/s10664-014-9334-8,https://doi.org/10.1007/s10664-014-9334-8,,"McZara, J.; Sarkani, S.; Holzer, T.; Eveleigh, T. Software requirements prioritization and selection using linguistic tools and 
constraint solvers—A controlled experiment. Empir. Softw. Eng. 2015, 20, 1721–1761. https://doi.org/10.1007/s10664-014-9334-8."
Schopow2023_ref0028,Schopow2023,10.2196/48933,28,2010,10.1007/s11192-010-0202-z,,,"Larsen P, von Ins M. The rate of growth in scientific publication and the decline in coverage provided by Science Citation
Index. Scientometrics 2010 Sep;84(3):575-603 [FREE Full text] [doi: 10.1007/s11192-010-0202-z] [Medline: 20700371]"
Necula2024_ref0110,Necula2024,10.3390/electronics13112055,110,2022,10.1007/s41870-022-00884-2,https://doi.org/10.1007/s41870-022-00884-2,,"Bajaj, D.; Goel, A.; Gupta, S.C.; Batra, H. MUCE: A multilingual use case model extractor using GPT-3. Int. J. Inf. Technol. 2022, 14, 1543-1554. https://doi.org/10.1007/s41870-022-00884-2."
Necula2024_ref0084,Necula2024,10.3390/electronics13112055,84,2024,10.1016/j.asoc.2016.07.048,https://doi.org/10.1016/j.asoc.2016.07.048,,"Bakar, N.H.; Kasirun, Z.M.; Salleh, N.; Jalab, H.A. Extracting features from online software reviews to aid requirements reuse. 
Appl. Soft Comput. 2016, 49, 1297–1315. https://doi.org/10.1016/j.asoc.2016.07.048. 
Electronics 2024, 13, 2055 
29 of 30"
Cho2024_ref0128,Cho2024,10.2196/49724,128,2023,10.1016/j.bspc.2022.104503,,,"Li J, Huang Q, Ren S, Jiang L, Deng B, Qin Y. A novel medical text classification model with Kalman filter for clinical
decision making. Biomedical Signal Processing and Control. Apr 2023;82:104503. [FREE Full text] [doi:
10.1016/j.bspc.2022.104503]"
Necula2024_ref0069,Necula2024,10.3390/electronics13112055,69,2021,10.1016/j.compeleceng.2021.107445,https://doi.org/10.1016/j.compeleceng.2021.107445,,"Ramesh, M.R.R.; Reddy, C.S. Metrics for software requirements speciﬁcation quality quantiﬁcation. Comput. Electr. Eng. 2021, 
96, 107445. https://doi.org/10.1016/j.compeleceng.2021.107445."
Necula2024_ref0044,Necula2024,10.3390/electronics13112055,44,2007,10.1016/j.datak.2006.06.012,https://doi.org/10.1016/j.datak.2006.06.012,,"Fliedl, G.; Kop, C.; Mayr, H.C.; Salbrechter, A.; Vöhringer, J.; Weber, G.; Winkler, C. Deriving static and dynamic concepts from 
software 
requirements 
using 
sophisticated 
tagging. 
Data 
Knowl. 
Eng. 
2007, 
61, 
433–448. 
https://doi.org/10.1016/j.datak.2006.06.012."
Necula2024_ref0006,Necula2024,10.3390/electronics13112055,6,2020,10.1016/j.datak.2020.101796,https://doi.org/10.1016/j.datak.2020.101796,,"Omar, M.; Baryannis, G. Semi-automated development of conceptual models from natural language text. Data Knowl. Eng. 2020, 
127, 101796. https://doi.org/10.1016/j.datak.2020.101796."
Shankar2025_ref0024,Shankar2025,10.1038/s41746-025-01527-z,24,2024,10.1016/j.ebiom.2024.105401,https://doi.org/10.1016/j.ebiom.2024.105401,,"Du,X.etal.Enhancingearlydetectionofcognitivedeclineintheelderly:
a comparative study utilizing large language models in clinical notes.
eBioMedicine 109 https://doi.org/10.1016/j.ebiom.2024.105401
(2024)."
Dahl2025_ref0004,Dahl2025,10.2196/68707,4,2014,10.1016/j.ijmedinf.2014.06.009,,,"Spasić I, Livsey J, Keane JA, Nenadić G. Text mining of cancer-related information: review of current status and future
directions. Int J Med Inform. Sep 2014;83(9):605-623. [doi: 10.1016/j.ijmedinf.2014.06.009] [Medline: 25008281]"
Dahl2025_ref0020,Dahl2025,10.2196/68707,20,2018,10.1016/j.ijmedinf.2018.08.009,,,"Miao S, Xu T, Wu Y, et al. Extraction of BI-RADS findings from breast ultrasound reports in Chinese using deep
learning approaches. Int J Med Inform. Nov 2018;119:17-21. [doi: 10.1016/j.ijmedinf.2018.08.009] [Medline:
30342682]"
Dahl2025_ref0012,Dahl2025,10.2196/68707,12,2019,10.1016/j.ijmedinf.2019.01.004,,,"Chen L, Song L, Shao Y, Li D, Ding K. Using natural language processing to extract clinically useful information from
Chinese electronic medical records. Int J Med Inform. Apr 2019;124:6-12. [doi: 10.1016/j.ijmedinf.2019.01.004]
[Medline: 30784428]"
Dahl2025_ref0017,Dahl2025,10.2196/68707,17,2019,10.1016/j.ijmedinf.2019.103985,,,"Zhang X, Zhang Y, Zhang Q, et al. Extracting comprehensive clinical information for breast cancer using deep learning
methods. Int J Med Inform. Dec 2019;132:103985. [doi: 10.1016/j.ijmedinf.2019.103985] [Medline: 31627032]"
Dahl2025_ref0021,Dahl2025,10.2196/68707,21,2024,10.1016/j.ijmedinf.2023.105321,,,"Hu D, Liu B, Zhu X, Lu X, Wu N. Zero-shot information extraction from radiological reports using ChatGPT. Int J Med
Inform. Mar 2024;183:105321. [doi: 10.1016/j.ijmedinf.2023.105321] [Medline: 38157785]"
Necula2024_ref0051,Necula2024,10.3390/electronics13112055,51,2018,10.1016/j.infsof.2018.04.010,https://doi.org/10.1016/j.infsof.2018.04.010,,"Al-Hroob, A.; Imam, A.T.; Al-Heisa, R. The use of artiﬁcial neural networks for extracting actions and actors from requirements 
document. Inf. Softw. Technol. 2018, 101, 1–15. https://doi.org/10.1016/j.infsof.2018.04.010."
Necula2024_ref0055,Necula2024,10.3390/electronics13112055,55,2019,10.1016/j.infsof.2018.12.007,https://doi.org/10.1016/j.infsof.2018.12.007,,"Dalpiaz, F.; Van Der Schalk, I.; Brinkkemper, S.; Aydemir, F.B.; Lucassen, G. Detecting terminological ambiguity in user stories: 
Tool and experimentation. Inf. Softw. Technol. 2019, 110, 3–16. https://doi.org/10.1016/j.infsof.2018.12.007."
Necula2024_ref0091,Necula2024,10.3390/electronics13112055,91,2021,10.1016/j.infsof.2021.106558,https://doi.org/10.1016/j.infsof.2021.106558,,"Javed, M.; Lin, Y. iMER: Iterative process of entity relationship and business process model extraction from the requirements. 
Inf. Softw. Technol. 2021, 135, 106558. https://doi.org/10.1016/j.infsof.2021.106558."
Necula2024_ref0042,Necula2024,10.3390/electronics13112055,42,2022,10.1016/j.infsof.2022.106877,https://doi.org/10.1016/j.infsof.2022.106877,,"AlDhafer, O.; Ahmad, I.; Mahmood, S. An end-to-end deep learning system for requirements classiﬁcation using recurrent 
neural networks. Inf. Softw. Technol. 2022, 147, 106877. https://doi.org/10.1016/j.infsof.2022.106877."
Dahl2025_ref0046,Dahl2025,10.2196/68707,46,2017,10.1016/j.jbi.2017.07,,,"Kreimeyer K, Foster M, Pandey A, et al. Natural language processing systems for capturing and standardizing
unstructured clinical information: a systematic review. J Biomed Inform. Sep 2017;73:14-29. [doi: 10.1016/j.jbi.2017.07.
012] [Medline: 28729030]"
Schopow2023_ref0006,Schopow2023,10.2196/48933,6,2018,10.1016/j.jbi.2017.11.011,,,"Wang Y, Wang L, Rastegar-Mojarad M, Moon S, Shen F, Afzal N, et al. Clinical information extraction applications: a
literature review. J Biomed Inform 2018 Jan;77:34-49 [doi: 10.1016/j.jbi.2017.11.011] [Medline: 29162496]"
Dahl2025_ref0019,Dahl2025,10.2196/68707,19,2019,10.1016/j.jbi.2019,,,"Coquet J, Bozkurt S, Kan KM, et al. Comparison of orthogonal NLP methods for clinical phenotyping and assessment of
bone scan utilization among prostate cancer patients. J Biomed Inform. Jun 2019;94:103184. [doi: 10.1016/j.jbi.2019.
103184] [Medline: 31014980]"
Dahl2025_ref0047,Dahl2025,10.2196/68707,47,2019,10.1016/j.jbi.2019.103301,,,"Datta S, Bernstam EV, Roberts K. A frame semantic overview of NLP-based information extraction for cancer-related
EHR notes. J Biomed Inform. Dec 2019;100:103301. [doi: 10.1016/j.jbi.2019.103301] [Medline: 31589927]"
Cho2024_ref0155,Cho2024,10.2196/49724,155,2020,10.1016/j.jbi.2020.103396,,,"Tawfik N, Spruit M. Evaluating sentence representations for biomedical text: Methods and experimental results. J Biomed
Inform. May 2020;104:103396. [FREE Full text] [doi: 10.1016/j.jbi.2020.103396] [Medline: 32147441]"
Schopow2023_ref0021,Schopow2023,10.2196/48933,21,2020,10.1016/j.jbi.2020.103526,,,"Fu S, Chen D, He H, Liu S, Moon S, Peterson K, et al. Clinical concept extraction: a methodology review. J Biomed Inform
2020 Sep;109:103526 [FREE Full text] [doi: 10.1016/j.jbi.2020.103526] [Medline: 32768446]"
Cho2024_ref0022,Cho2024,10.2196/49724,22,2022,10.1016/j.jbi.2021.103982,,,"Kalyan K, Rajasekharan A, Sangeetha S. AMMU: A survey of transformer-based biomedical pretrained language models.
J Biomed Inform. Feb 2022;126:103982. [FREE Full text] [doi: 10.1016/j.jbi.2021.103982] [Medline: 34974190]"
Schopow2023_ref0030,Schopow2023,10.2196/48933,30,2019,10.1016/j.jbusres.2019.07.039,,,"Snyder H. Literature review as a research methodology: an overview and guidelines. J Bus Res 2019 Nov;104:333-339
[FREE Full text] [doi: 10.1016/j.jbusres.2019.07.039]"
Necula2024_ref0065,Necula2024,10.3390/electronics13112055,65,2021,10.1016/j.jbusres.2021.04.067,https://doi.org/10.1016/j.jbusres.2021.04.067,,https://doi.org/10.1016/j.jbusres.2021.04.067.
Schopow2023_ref0029,Schopow2023,10.2196/48933,29,2013,10.1016/j.jclinepi.2012.11.011,,,"Waffenschmidt S, Janzen T, Hausner E, Kaiser T. Simple search techniques in PubMed are potentially suitable for evaluating
the completeness of systematic reviews. J Clin Epidemiol 2013 Jun;66(6):660-665 [FREE Full text] [doi:
10.1016/j.jclinepi.2012.11.011] [Medline: 23419611]"
Necula2024_ref0023,Necula2024,10.3390/electronics13112055,23,2021,10.1016/j.jestch.2020.11.006,https://doi.org/10.1016/j.jestch.2020.11.006,,"Bozyiğit, F.; Aktaş, Ö.; Kılınç, D. Linking software requirements and conceptual models: A systematic literature review. Eng. 
Sci. Technol. Int. J. 2021, 24, 71–82. https://doi.org/10.1016/j.jestch.2020.11.006."
Necula2024_ref0090,Necula2024,10.3390/electronics13112055,90,2022,10.1016/j.jksuci.2022.10.007,https://doi.org/10.1016/j.jksuci.2022.10.007,,"Sholiq, S.; Sarno, R.; Astuti, E.S. Generating BPMN diagram from textual requirements. J. King Saud Univ. Comput. Inf. Sci. 2022, 
34, 10079–10093. https://doi.org/10.1016/j.jksuci.2022.10.007."
Dahl2025_ref0048,Dahl2025,10.2196/68707,48,2025,10.1016/j.jpainsymman.2025.01.019,,,"Bilal M, Hamza A, Malik N. NLP for analyzing electronic health records and clinical notes in cancer research: a review.
J Pain Symptom Manage. May 2025;69(5):e374-e394. [doi: 10.1016/j.jpainsymman.2025.01.019] [Medline: 39894080]"
Schopow2023_ref0038,Schopow2023,10.2196/48933,38,2022,10.1016/j.jpi.2022.100139,,,"Marchesin S, Giachelle F, Marini N, Atzori M, Boytcheva S, Buttafuoco G, et al. Empowering digital pathology applications
through explainable knowledge extraction tools. J Pathol Inform 2022;13:100139 [FREE Full text] [doi:
10.1016/j.jpi.2022.100139] [Medline: 36268087]"
Necula2024_ref0039,Necula2024,10.3390/electronics13112055,39,2018,10.1016/j.jss.2017.12.028,https://doi.org/10.1016/j.jss.2017.12.028,,"Li, C.; Huang, L.; Ge, J.; Luo, B.; Ng, V. Automatically classifying user requests in crowdsourcing requirements engineering. J. 
Syst. Softw. 2018, 138, 108–123. https://doi.org/10.1016/j.jss.2017.12.028."
Necula2024_ref0010,Necula2024,10.3390/electronics13112055,10,2023,10.1016/j.jss.2023.111616,https://doi.org/10.1016/j.jss.2023.111616,,"Pauzi, Z.; Capiluppi, A. Applications of natural language processing in software traceability: A systematic mapping study. J. 
Syst. Softw. 2023, 198, 111616. https://doi.org/10.1016/j.jss.2023.111616."
Cho2024_ref0057,Cho2024,10.2196/49724,57,2020,10.1016/j.knosys.2020.105964,,,"Du Y, Li Q, Wang L, He Y. Biomedical-domain pre-trained language model for extractive summarization. Knowledge-Based
Systems. Jul 2020;199:105964. [FREE Full text] [doi: 10.1016/j.knosys.2020.105964]"
Necula2024_ref0049,Necula2024,10.3390/electronics13112055,49,2022,10.1016/j.knosys.2022.108933,https://doi.org/10.1016/j.knosys.2022.108933,,"Sonbol, R.; Rebdawi, G.; Ghneim, N. Learning software requirements syntax: An unsupervised approach to recognize templates. 
Knowl.-Based Syst. 2022, 248, 108933. https://doi.org/10.1016/j.knosys.2022.108933."
Cho2024_ref0122,Cho2024,10.2196/49724,122,2022,10.1016/j.mlwa.2022.100403,,,"Rodrawangpai B, Daungjaiboon W. Improving text classification with transformers and layer normalization. Machine
Learning with Applications. Dec 2022;10:100403. [doi: 10.1016/j.mlwa.2022.100403]"
Cho2024_ref0019,Cho2024,10.2196/49724,19,2023,10.1016/j.neucom.2022.09.136,,,"Han X, Wang Y, Feng J, Deng C, Chen Z, Huang Y, et al. A survey of transformer-based multimodal pre-trained modals.
Neurocomputing. Jan 2023;515:89-106. [FREE Full text] [doi: 10.1016/j.neucom.2022.09.136]"
Cho2024_ref0020,Cho2024,10.2196/49724,20,2023,10.1016/j.patrec.2023.02.016,,,"Greco C, Simeri A, Tagarelli A, Zumpano E. Transformer-based language models for mental health issues: A survey.
Pattern Recognition Letters. Mar 2023;167:204-211. [FREE Full text] [doi: 10.1016/j.patrec.2023.02.016]"
Cho2024_ref0007,Cho2024,10.2196/49724,7,2021,10.1016/j.tacc.2021.02.007,,,"Locke S, Bashall A, Al-Adely S, Moore J, Wilson A, Kitchen G. Natural language processing in medicine: A review. Trends
in Anaesthesia and Critical Care. Jun 2021;38:4-9. [FREE Full text] [doi: 10.1016/j.tacc.2021.02.007]"
Schopow2023_ref0035,Schopow2023,10.2196/48933,35,1971,10.1037/h0031619,,,"Fleiss J. Measuring nominal scale agreement among many raters. Psychological Bulletin 1971 Nov;76(5):378-382 [FREE
Full text] [doi: 10.1037/h0031619]"
Malgaroli2023_ref0127,Malgaroli2023,10.1038/s41398-023-02592-2,127,2021,10.1037/pst0000362,https://doi.org/,,"Atzil-Slonim D, Juravski D, Bar-Kalifa E, Gilboa-Schechtman E, Tuval-Mashiach R,
Shapira N, et al. Using topic models to identify clients’ functioning levels and
alliance ruptures in psychotherapy. Psychotherapy. 2021. https://doi.org/
10.1037/pst0000362."
Malgaroli2023_ref0168,Malgaroli2023,10.1038/s41398-023-02592-2,168,2023,10.1038/s41398-023-02592-2,https://doi.org/10.1038/s41398-023-02592-2,,"MacAvaney S, Mittu A, Coppersmith G, Leintz J, Resnik P. Community-level research on suicidality prediction in a secure environment: overview of the CLPsych 2021 shared task. In: Proceedings of the seventh workshop on computational linguistics and clinical psychology: improving access. Association for Computational Linguistics; 2021. p. 70-80."
Cho2024_ref0073,Cho2024,10.2196/49724,73,2023,10.1038/s41467-023-43715-z,,,"Yang Z, Mitra A, Liu W, Berlowitz D, Yu H. TransformEHR: transformer-based encoder-decoder generative model to
enhance prediction of disease outcomes using electronic health records. Nat Commun. Nov 29, 2023;14(1):7857. [FREE
Full text] [doi: 10.1038/s41467-023-43715-z] [Medline: 38030638]"
Cho2024_ref0068,Cho2024,10.2196/49724,68,2022,10.1038/s41524-022-00784-w,,,"Gupta T, Zaki M, Krishnan N. MatSciBERT: A materials domain language model for text mining and information extraction.
npj Comput Mater. May 03, 2022;8(1):A. [FREE Full text] [doi: 10.1038/s41524-022-00784-w]"
Cho2024_ref0054,Cho2024,10.2196/49724,54,2023,10.1038/s41586-023-06291-2,,,"Singhal K, Azizi S, Tu T, Mahdavi S, Wei J, Chung H, et al. Large language models encode clinical knowledge. Nature.
Aug 2023;620(7972):172-180. [FREE Full text] [doi: 10.1038/s41586-023-06291-2] [Medline: 37438534]"
Schopow2023_ref0005,Schopow2023,10.2196/48933,5,2022,10.1038/s41591-021-01614-0,,,"Rajpurkar P, Chen E, Banerjee O, Topol E. AI in health and medicine. Nat Med 2022 Jan;28(1):31-38 [FREE Full text]
[doi: 10.1038/s41591-021-01614-0] [Medline: 35058619]"
Dahl2025_ref0034,Dahl2025,10.2196/68707,34,2019,10.1038/s41598-019-45705-y,,,"Thompson J, Hu J, Mudaranthakam DP, et al. Relevant word order vectorization for improved natural language
processing in electronic health records. Sci Rep. Jun 25, 2019;9(1):9253. [doi: 10.1038/s41598-019-45705-y] [Medline:
31239489]"
Cho2024_ref0086,Cho2024,10.2196/49724,86,2020,10.1038/s41598-020-62922-y,,,"Li Y, Rao S, Solares J, Hassaine A, Ramakrishnan R, Canoy D, et al. BEHRT: Transformer for electronic health records.
Sci Rep. Apr 28, 2020;10(1):7155. [FREE Full text] [doi: 10.1038/s41598-020-62922-y] [Medline: 32346050]"
Cho2024_ref0026,Cho2024,10.2196/49724,26,2023,10.1038/s41598-023-29213-8,,,"Varshney D, Zafar A, Behera N, Ekbal A. Knowledge grounded medical dialogue generation using augmented graphs. Sci
Rep. Feb 27, 2023;13(1):3310. [FREE Full text] [doi: 10.1038/s41598-023-29213-8] [Medline: 36849466]"
Cho2024_ref0042,Cho2024,10.2196/49724,42,2021,10.1038/s41746-021-00455-y,,,"Rasmy L, Xiang Y, Xie Z, Tao C, Zhi D. Med-BERT: pretrained contextualized embeddings on large-scale structured
electronic health records for disease prediction. NPJ Digit Med. May 20, 2021;4(1):86. [FREE Full text] [doi:
10.1038/s41746-021-00455-y] [Medline: 34017034]"
Cho2024_ref0108,Cho2024,10.2196/49724,108,2022,10.1038/s41746-022-00560-6,,,"Parmar P, Ryu J, Pandya S, Sedoc J, Agarwal S. Health-focused conversational agents in person-centered care: a review
of apps. NPJ Digit Med. Feb 17, 2022;5(1):21. [FREE Full text] [doi: 10.1038/s41746-022-00560-6] [Medline: 35177772]"
Shankar2025_ref0023,Shankar2025,10.1038/s41746-025-01527-z,23,2025,10.1038/s41746-025-01527-z,https://doi.org/10.1038/s41746-025-01527-z,,"Wang, L. et al. Development and validation of a deep learning model
for earlier detection of cognitive decline from clinical notes in
electronic health records. JAMA Netw. Open 4, e2135174 (2021).
https://doi.org/10.1038/s41746-025-01527-z
Article
npj Digital Medicine |  (2025) 8:133 
9"
Malgaroli2023_ref0163,Malgaroli2023,10.1038/s41398-023-02592-2,163,2023,10.1038/s42256-02200593-2,https://doi.org/10.1038/s42256-02200593-2,,"Sharma A, Lin IW, Miner AS, Atkins DC, Althoff T. Human–AI collaboration
enables more empathic conversations in text-based peer-to-peer mental health
support. Nat Mach Intell. 2023;5:46–57. https://doi.org/10.1038/s42256-02200593-2."
Necula2024_ref0085,Necula2024,10.3390/electronics13112055,85,2022,10.1049/cmu2.12555,https://doi.org/10.1049/cmu2.12555,,"Jubair, M.A.; Mostafa, S.A.; Mustapha, A.; Salamat, M.A.; Hassan, M.H.; Mohammed, M.A.; Al-Dhief, F.T. A multi-agent Kmeans with case-based reasoning for an automated quality assessment of software requirement speciﬁcation. IET Commun. 
2022, cmu2.12555. https://doi.org/10.1049/cmu2.12555."
